Iteration,Drone,Connected To,Attack Type,Trust Status,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Battery Level,Sensor Functionality,Relative Speed,Location Accuracy,Communication Intensity,Communication Scale,Latency,Data Throughput,Packet Loss,Swarm Coordination Rate,Trust Score,Speed Match,Sensor Match,Centrality Match,Total Times Attacked
5,Drone8,"['Drone7', 'Drone9']",Trustworthy,TRUSTED,0.25,0.0,0.4,0.31855233420607826,55,0.9615174339266395,1.1252775690808177,0.9450139864322773,15,3,0.04216683642840475,428,0.021142022108290554,0.854688015790414,0.9698499528640071,Matched,Matched,Matched,1
5,Drone9,"['Drone7', 'Drone8', 'Drone3']",Trustworthy,TRUSTED,0.375,0.05357142857142857,0.42105263157894735,0.4076513739990766,83,0.8528336837689441,0.8927393966206255,0.9692872820417248,17,2,0.04742553999567153,136,0.001867560472867047,0.9278524788533025,0.7895852812256954,Matched,Matched,Matched,1
6,Drone1,[],Trustworthy,TRUSTED,0.0,0.0,0.0,5.241356032976986e-09,96,0.9693108362894157,0.8066470404088925,0.9465122063059002,17,1,0.04815062132809044,373,0.049589736973994214,0.9282008005651569,0.9345332821952037,Matched,Matched,Matched,1
6,Drone3,[],Trustworthy,TRUSTED,0.0,0.0,0.0,5.241356032976986e-09,71,0.8336901602458793,0.8814247430711376,0.973433434685896,13,1,0.030160161142811746,133,0.013006258527963999,0.800626177015953,0.879551365362152,Matched,Matched,Matched,1
6,Drone5,"['Drone6', 'Drone8']",Critical Node Attack,MALICIOUS,0.3333333333333333,0.06666666666666667,0.4444444444444444,0.46470459054690505,57,0.8723738871251668,0.8276021387493845,0.9573021344454531,20,1,0.08337727115976809,322,0.006106257223015832,0.833645668271626,0.9204248020591008,Mismatched,Mismatched,Mismatched,2
6,Drone6,"['Drone5', 'Drone7', 'Drone9']",Critical Node Attack,MALICIOUS,0.5,0.23333333333333334,0.5333333333333333,0.5573466905626764,63,0.8976893762624125,1.0935312697397406,0.9978388194577666,6,1,0.02404634231422175,362,0.03170874717336435,0.8680690764709347,0.8449210196634322,Mismatched,Mismatched,Mismatched,2
6,Drone7,['Drone6'],Trustworthy,TRUSTED,0.16666666666666666,0.0,0.3333333333333333,0.2609584162309094,71,0.9718843808733046,0.8328908270216384,0.9186917254122119,9,2,0.07260782308070789,355,0.007996224049276647,0.9967474680947294,0.8481257410648547,Matched,Matched,Matched,1
6,Drone8,"['Drone9', 'Drone5']",Trustworthy,TRUSTED,0.3333333333333333,0.03333333333333333,0.38095238095238093,0.4351604974792108,55,0.9615174339266395,1.1252775690808177,0.9450139864322773,15,3,0.04216683642840475,428,0.021142022108290554,0.854688015790414,0.9698499528640071,Matched,Matched,Matched,1
6,Drone9,"['Drone8', 'Drone6']",Trustworthy,TRUSTED,0.3333333333333333,0.06666666666666667,0.4444444444444444,0.46470459054690505,83,0.8528336837689441,0.8927393966206255,0.9692872820417248,17,2,0.04742553999567153,136,0.001867560472867047,0.9278524788533025,0.7895852812256954,Matched,Matched,Matched,1
7,Drone1,"['Drone3', 'Drone9']",Critical Node Attack,MALICIOUS,0.5,0.5,0.5714285714285714,0.49999999508235293,96,0.9693108362894157,0.8066470404088925,0.9465122063059002,17,1,0.04815062132809044,373,0.049589736973994214,0.9282008005651569,0.9345332821952037,Mismatched,Mismatched,Mismatched,2
7,Drone3,"['Drone1', 'Drone7']",Critical Node Attack,MALICIOUS,0.5,0.6666666666666666,0.6666666666666666,0.5773493802714443,71,0.8336901602458793,0.8814247430711376,0.973433434685896,13,1,0.030160161142811746,133,0.013006258527963999,0.800626177015953,0.879551365362152,Mismatched,Mismatched,Mismatched,2
7,Drone7,"['Drone8', 'Drone3']",Trustworthy,TRUSTED,0.5,0.5,0.5714285714285714,0.49999999508235293,71,0.9718843808733046,0.8328908270216384,0.9186917254122119,9,2,0.07260782308070789,355,0.007996224049276647,0.9967474680947294,0.8481257410648547,Matched,Matched,Matched,1
7,Drone8,['Drone7'],Trustworthy,TRUSTED,0.25,0.0,0.4,0.2886760320285294,55,0.9615174339266395,1.1252775690808177,0.9450139864322773,15,3,0.04216683642840475,428,0.021142022108290554,0.854688015790414,0.9698499528640071,Matched,Matched,Matched,1
7,Drone9,['Drone1'],Trustworthy,TRUSTED,0.25,0.0,0.4,0.2886760320285294,83,0.8528336837689441,0.8927393966206255,0.9692872820417248,17,2,0.04742553999567153,136,0.001867560472867047,0.9278524788533025,0.7895852812256954,Matched,Matched,Matched,1
8,Drone7,"['Drone8', 'Drone9']",Critical Node Attack,MALICIOUS,1.0,1.0,1.0,0.707106690085642,71,0.9718843808733046,0.8328908270216384,0.9186917254122119,9,2,0.07260782308070789,355,0.007996224049276647,0.9967474680947294,0.8481257410648547,Mismatched,Mismatched,Mismatched,2
8,Drone8,['Drone7'],Critical Node Attack,MALICIOUS,0.5,0.0,0.6666666666666666,0.5000000644180599,55,0.9615174339266395,1.1252775690808177,0.9450139864322773,15,3,0.04216683642840475,428,0.021142022108290554,0.854688015790414,0.9698499528640071,Mismatched,Mismatched,Mismatched,2
8,Drone9,['Drone7'],Trustworthy,TRUSTED,0.5,0.0,0.6666666666666666,0.5000000644180599,83,0.8528336837689441,0.8927393966206255,0.9692872820417248,17,2,0.04742553999567153,136,0.001867560472867047,0.9278524788533025,0.7895852812256954,Matched,Matched,Matched,1
9,Drone9,[],Critical Node Attack,MALICIOUS,1,0.0,0.0,1.0,83,0.8528336837689441,0.8927393966206255,0.9692872820417248,17,2,0.04742553999567153,136,0.001867560472867047,0.9278524788533025,0.7895852812256954,Mismatched,Mismatched,Mismatched,2
10,Drone1,"['Drone2', 'Drone3', 'Drone6']",Trustworthy,TRUSTED,0.375,0.10714285714285714,0.6153846153846154,0.3452066027121206,59,0.849842611970784,0.8805084580082092,0.9457881679707021,14,1,0.0827986625118237,477,0.04232211114568852,0.8253523962866182,0.8074646514717929,Matched,Matched,Matched,2
10,Drone2,"['Drone1', 'Drone3', 'Drone7', 'Drone8', 'Drone9']",Critical Node Attack,MALICIOUS,0.625,0.33035714285714285,0.7272727272727273,0.47456041521594794,96,0.9761246920742971,0.9303979093914021,0.9732758266769597,12,3,0.06264461528452973,106,0.012061871578470046,0.855587283305038,0.7000176079084736,Mismatched,Mismatched,Mismatched,3
10,Drone3,"['Drone1', 'Drone2', 'Drone5', 'Drone9']",Critical Node Attack,MALICIOUS,0.5,0.1607142857142857,0.6666666666666666,0.4327671182319004,86,0.8278396555439929,0.9885662098751723,0.9027497758561204,7,2,0.06777998047945802,251,0.03325362131087197,0.9724974436946942,0.8627881447880501,Mismatched,Mismatched,Mismatched,3
10,Drone4,"['Drone5', 'Drone6', 'Drone7']",Trustworthy,TRUSTED,0.375,0.08035714285714285,0.5714285714285714,0.25547993333532043,94,0.9264150459945163,1.0844401959082637,0.9032813728898863,7,2,0.0815518150103347,273,0.036371525163648284,0.9792964331758501,0.7442533974514278,Matched,Matched,Matched,2
10,Drone5,"['Drone4', 'Drone6', 'Drone3']",Trustworthy,TRUSTED,0.375,0.0625,0.5714285714285714,0.2804463605571385,84,0.8507349293856308,1.0194652337280297,0.9276636236840511,12,2,0.09332648121366947,101,0.018561363269597505,0.9043743926181076,0.8647458363728252,Matched,Matched,Matched,2
10,Drone6,"['Drone4', 'Drone5', 'Drone1']",Trustworthy,TRUSTED,0.375,0.05357142857142857,0.5333333333333333,0.26046864172982515,99,0.997644212677676,0.8001272084714252,0.9167111197632175,5,2,0.09306495126316551,264,0.03144098628637098,0.8887805817997695,0.8071900392495455,Matched,Matched,Matched,2
10,Drone7,"['Drone9', 'Drone2', 'Drone4']",Trustworthy,TRUSTED,0.375,0.11607142857142856,0.6153846153846154,0.32334203101295206,70,0.9779633689699335,1.1800822818227867,0.953231814114892,9,3,0.04197311442725088,185,0.005543057415576847,0.8076345645076942,0.7346858430049423,Matched,Matched,Matched,2
10,Drone8,['Drone2'],Trustworthy,TRUSTED,0.125,0.0,0.4444444444444444,0.14028201941042054,70,0.9378799385661374,1.150234856753202,0.9188474961034789,14,3,0.06913718454458279,146,0.03437761730406681,0.9085774269559602,0.9676962724613685,Matched,Matched,Matched,2
10,Drone9,"['Drone7', 'Drone2', 'Drone3']",Trustworthy,TRUSTED,0.375,0.017857142857142856,0.5714285714285714,0.3637914929330932,90,0.8092651142963175,1.0117176298998418,0.9121319690338722,12,3,0.051888136161402004,241,0.0060300854241643114,0.9529211723945861,0.8242667643918906,Matched,Matched,Matched,2
11,Drone1,[],Trustworthy,TRUSTED,0.0,0.0,0.0,1.036891019114772e-12,59,0.849842611970784,0.8805084580082092,0.9457881679707021,14,1,0.0827986625118237,477,0.04232211114568852,0.8253523962866182,0.8074646514717929,Matched,Matched,Matched,2
11,Drone4,"['Drone5', 'Drone6']",Trustworthy,TRUSTED,0.3333333333333333,0.0,0.38095238095238093,0.497151941248787,94,0.9264150459945163,1.0844401959082637,0.9032813728898863,7,2,0.0815518150103347,273,0.036371525163648284,0.9792964331758501,0.7442533974514278,Matched,Matched,Matched,2
11,Drone5,"['Drone4', 'Drone6']",Trustworthy,TRUSTED,0.3333333333333333,0.0,0.38095238095238093,0.497151941248787,84,0.8507349293856308,1.0194652337280297,0.9276636236840511,12,2,0.09332648121366947,101,0.018561363269597505,0.9043743926181076,0.8647458363728252,Matched,Matched,Matched,2
11,Drone6,"['Drone5', 'Drone4', 'Drone8']",Critical Node Attack,MALICIOUS,0.5,0.26666666666666666,0.5333333333333333,0.6037035301650546,99,0.997644212677676,0.8001272084714252,0.9167111197632175,5,2,0.09306495126316551,264,0.03144098628637098,0.8887805817997695,0.8071900392495455,Mismatched,Mismatched,Mismatched,3
11,Drone7,[],Trustworthy,TRUSTED,0.0,0.0,0.0,1.036891019114772e-12,70,0.9779633689699335,1.1800822818227867,0.953231814114892,9,3,0.04197311442725088,185,0.005543057415576847,0.8076345645076942,0.7346858430049423,Matched,Matched,Matched,2
11,Drone8,"['Drone6', 'Drone9']",Critical Node Attack,MALICIOUS,0.3333333333333333,0.2,0.4444444444444444,0.3424887634936219,70,0.9378799385661374,1.150234856753202,0.9188474961034789,14,3,0.06913718454458279,146,0.03437761730406681,0.9085774269559602,0.9676962724613685,Mismatched,Mismatched,Mismatched,3
11,Drone9,['Drone8'],Trustworthy,TRUSTED,0.16666666666666666,0.0,0.2962962962962963,0.15467187582746314,90,0.8092651142963175,1.0117176298998418,0.9121319690338722,12,3,0.051888136161402004,241,0.0060300854241643114,0.9529211723945861,0.8242667643918906,Matched,Matched,Matched,2
12,Drone1,['Drone9'],Critical Node Attack,MALICIOUS,0.25,0.0,0.25,0.499999999996362,59,0.849842611970784,0.8805084580082092,0.9457881679707021,14,1,0.0827986625118237,477,0.04232211114568852,0.8253523962866182,0.8074646514717929,Mismatched,Mismatched,Mismatched,3
12,Drone4,['Drone5'],Critical Node Attack,MALICIOUS,0.25,0.0,0.25,0.499999999996362,94,0.9264150459945163,1.0844401959082637,0.9032813728898863,7,2,0.0815518150103347,273,0.036371525163648284,0.9792964331758501,0.7442533974514278,Mismatched,Mismatched,Mismatched,3
12,Drone5,['Drone4'],Trustworthy,TRUSTED,0.25,0.0,0.25,0.499999999996362,84,0.8507349293856308,1.0194652337280297,0.9276636236840511,12,2,0.09332648121366947,101,0.018561363269597505,0.9043743926181076,0.8647458363728252,Matched,Matched,Matched,2
12,Drone7,[],Trustworthy,TRUSTED,0.0,0.0,0.0,3.8146972655972444e-06,70,0.9779633689699335,1.1800822818227867,0.953231814114892,9,3,0.04197311442725088,185,0.005543057415576847,0.8076345645076942,0.7346858430049423,Matched,Matched,Matched,2
12,Drone9,['Drone1'],Trustworthy,TRUSTED,0.25,0.0,0.25,0.499999999996362,90,0.8092651142963175,1.0117176298998418,0.9121319690338722,12,3,0.051888136161402004,241,0.0060300854241643114,0.9529211723945861,0.8242667643918906,Matched,Matched,Matched,2
13,Drone5,[],Critical Node Attack,MALICIOUS,0.0,0.0,0.0,2.697398304687405e-06,84,0.8507349293856308,1.0194652337280297,0.9276636236840511,12,2,0.09332648121366947,101,0.018561363269597505,0.9043743926181076,0.8647458363728252,Mismatched,Mismatched,Matched,3
13,Drone7,['Drone9'],Critical Node Attack,MALICIOUS,0.5,0.0,0.5,0.7071067811839751,70,0.9779633689699335,1.1800822818227867,0.953231814114892,9,3,0.04197311442725088,185,0.005543057415576847,0.8076345645076942,0.7346858430049423,Mismatched,Mismatched,Mismatched,3
13,Drone9,['Drone7'],Trustworthy,TRUSTED,0.5,0.0,0.5,0.7071067811839751,90,0.8092651142963175,1.0117176298998418,0.9121319690338722,12,3,0.051888136161402004,241,0.0060300854241643114,0.9529211723945861,0.8242667643918906,Matched,Matched,Matched,2
14,Drone9,[],Critical Node Attack,MALICIOUS,1,0.0,0.0,1.0,90,0.8092651142963175,1.0117176298998418,0.9121319690338722,12,3,0.051888136161402004,241,0.0060300854241643114,0.9529211723945861,0.8242667643918906,Mismatched,Mismatched,Mismatched,3
