Iteration,Drone,Connected To,Attack Type,Trust Status,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Battery Level,Sensor Functionality,Relative Speed,Location Accuracy,Communication Intensity,Communication Scale,Latency,Data Throughput,Packet Loss,Swarm Coordination Rate,Trust Score,Speed Match,Sensor Match,Centrality Match,Total Times Attacked
1,Drone6,"['Drone1', 'Drone3', 'Drone4', 'Drone5', 'Drone7', 'Drone8']",,TRUSTED,0.75,0.08630952380952378,0.8,0.4243403354624711,78,0.8514232669567368,1.0549359175345494,0.9485644829151464,15,3,0.03258406216851924,389,0.007991784758990495,0.8288263786154446,0.843938100179969,Matched,Matched,Matched,0
1,Drone7,"['Drone1', 'Drone2', 'Drone4', 'Drone5', 'Drone6', 'Drone8']",,TRUSTED,0.75,0.1577380952380952,0.8,0.396917833728889,71,0.8151755880766178,0.8278383834749438,0.9524571967997103,11,2,0.06470222938223014,299,0.03568053134536874,0.8251167863574006,0.8418091524121638,Matched,Matched,Matched,0
1,Drone8,"['Drone1', 'Drone3', 'Drone5', 'Drone6', 'Drone7']",,TRUSTED,0.625,0.014880952380952378,0.6666666666666666,0.3818935044838421,74,0.8205960967282923,1.092888773686271,0.9779783080371369,14,1,0.0954144958609557,335,0.0217335356756517,0.9415245714157808,0.7808451948439568,Matched,Matched,Matched,0
2,Drone1,"['Drone5', 'Drone7', 'Drone8']",,TRUSTED,0.42857142857142855,0.19047619047619044,0.6363636363636364,0.3644668249091969,62,0.9810980095064843,1.1679572933260813,0.9226498420257699,16,2,0.09085634193170318,433,0.04446188709700813,0.9893674733916398,0.7374664874123827,Matched,Matched,Matched,0
2,Drone2,['Drone8'],,TRUSTED,0.14285714285714285,0.0,0.4666666666666667,0.14416738861125705,92,0.902192866286924,1.1034714731982311,0.9640355358447645,9,3,0.08760698113563996,144,0.022091815213557547,0.9238158406561449,0.8464375753006024,Matched,Matched,Matched,0
2,Drone3,"['Drone6', 'Drone7', 'Drone8']",,TRUSTED,0.42857142857142855,0.04761904761904761,0.6363636363636364,0.4142908433081519,93,0.8766678515669315,0.8103033345324662,0.9282489901561232,8,3,0.057946985400294776,342,0.009378372263934837,0.8907571326969799,0.8556589545028512,Matched,Matched,Matched,0
2,Drone5,"['Drone1', 'Drone7']",,TRUSTED,0.2857142857142857,0.0,0.5,0.2545799355416757,66,0.87282065819423,1.0587881062520823,0.970244781035917,10,3,0.015560003881547158,249,0.015136681988611213,0.9004624916612571,0.8839785204299251,Matched,Matched,Matched,0
2,Drone6,"['Drone3', 'Drone7', 'Drone8']",,TRUSTED,0.42857142857142855,0.04761904761904761,0.6363636363636364,0.4142908433081519,78,0.8514232669567368,1.0549359175345494,0.9485644829151464,15,3,0.03258406216851924,389,0.007991784758990495,0.8288263786154446,0.843938100179969,Matched,Matched,Matched,0
2,Drone7,"['Drone1', 'Drone3', 'Drone5', 'Drone6']",,TRUSTED,0.5714285714285714,0.14285714285714285,0.5833333333333334,0.45160152868125614,71,0.8151755880766178,0.8278383834749438,0.9524571967997103,11,2,0.06470222938223014,299,0.03568053134536874,0.8251167863574006,0.8418091524121638,Matched,Matched,Matched,0
2,Drone8,"['Drone1', 'Drone2', 'Drone3', 'Drone6', 'Sybil_2']",Sybil Impersonated,MALICIOUS,0.7142857142857142,0.5714285714285714,0.7777777777777778,0.46213285067934745,74,0.8205960967282923,1.092888773686271,0.9779783080371369,14,1,0.0954144958609557,335,0.0217335356756517,0.9415245714157808,0.7808451948439568,Mismatched,Mismatched,Mismatched,1
3,Drone1,['Drone2'],,TRUSTED,0.16666666666666666,0.0,0.42857142857142855,0.2606094429062107,62,0.9810980095064843,1.1679572933260813,0.9226498420257699,16,2,0.09085634193170318,433,0.04446188709700813,0.9893674733916398,0.7374664874123827,Matched,Matched,Matched,0
3,Drone2,"['Drone1', 'Drone3', 'Drone5', 'Drone6']",,TRUSTED,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.6226936371951861,92,0.902192866286924,1.1034714731982311,0.9640355358447645,9,3,0.08760698113563996,144,0.022091815213557547,0.9238158406561449,0.8464375753006024,Matched,Matched,Matched,0
3,Drone3,"['Drone2', 'Drone7']",,TRUSTED,0.3333333333333333,0.5333333333333333,0.6,0.33087454321777093,93,0.8766678515669315,0.8103033345324662,0.9282489901561232,8,3,0.057946985400294776,342,0.009378372263934837,0.8907571326969799,0.8556589545028512,Matched,Matched,Matched,0
3,Drone5,"['Drone2', 'Drone6']",,TRUSTED,0.3333333333333333,0.0,0.46153846153846156,0.4481820507759217,66,0.87282065819423,1.0587881062520823,0.970244781035917,10,3,0.015560003881547158,249,0.015136681988611213,0.9004624916612571,0.8839785204299251,Matched,Matched,Matched,0
3,Drone6,"['Drone2', 'Drone5']",,TRUSTED,0.3333333333333333,0.0,0.46153846153846156,0.4481820507759217,78,0.8514232669567368,1.0549359175345494,0.9485644829151464,15,3,0.03258406216851924,389,0.007991784758990495,0.8288263786154446,0.843938100179969,Matched,Matched,Matched,0
3,Drone7,"['Drone3', 'Sybil_3']",Sybil Impersonated,MALICIOUS,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.16788657932652193,71,0.8151755880766178,0.8278383834749438,0.9524571967997103,11,2,0.06470222938223014,299,0.03568053134536874,0.8251167863574006,0.8418091524121638,Mismatched,Mismatched,Mismatched,1
4,Drone1,"['Drone2', 'Drone3', 'Drone5']",,TRUSTED,0.5,0.2,0.6666666666666666,0.504012269782354,62,0.9810980095064843,1.1679572933260813,0.9226498420257699,16,2,0.09085634193170318,433,0.04446188709700813,0.9893674733916398,0.7374664874123827,Matched,Matched,Matched,0
4,Drone2,"['Drone1', 'Drone5', 'Drone6', 'Sybil_5']",Sybil Impersonated,MALICIOUS,0.6666666666666666,0.6,0.6666666666666666,0.4866451254290554,92,0.902192866286924,1.1034714731982311,0.9640355358447645,9,3,0.08760698113563996,144,0.022091815213557547,0.9238158406561449,0.8464375753006024,Mismatched,Mismatched,Mismatched,1
4,Drone3,"['Drone1', 'Drone5', 'Sybil_4']",Sybil Impersonated,MALICIOUS,0.5,0.3333333333333333,0.5454545454545454,0.4148263635994522,93,0.8766678515669315,0.8103033345324662,0.9282489901561232,8,3,0.057946985400294776,342,0.009378372263934837,0.8907571326969799,0.8556589545028512,Mismatched,Mismatched,Mismatched,1
4,Drone5,"['Drone1', 'Drone2', 'Drone3']",,TRUSTED,0.5,0.2,0.6666666666666666,0.504012269782354,66,0.87282065819423,1.0587881062520823,0.970244781035917,10,3,0.015560003881547158,249,0.015136681988611213,0.9004624916612571,0.8839785204299251,Matched,Matched,Matched,0
4,Drone6,['Drone2'],,TRUSTED,0.16666666666666666,0.0,0.42857142857142855,0.17451355102744667,78,0.8514232669567368,1.0549359175345494,0.9485644829151464,15,3,0.03258406216851924,389,0.007991784758990495,0.8288263786154446,0.843938100179969,Matched,Matched,Matched,0
5,Drone1,"['Drone4', 'Drone5', 'Drone6', 'Drone9']",,TRUSTED,0.4,0.3185185185185185,0.5882352941176471,0.35145672619701096,96,0.8868576337756299,1.1770898048160996,0.9169689733053279,17,3,0.036456315512298255,474,0.031781645938900496,0.8997998616273084,0.8811018369069306,Matched,Matched,Matched,0
5,Drone2,"['Drone5', 'Drone7', 'Drone9', 'Sybil_1']",Sybil Impersonated,MALICIOUS,0.4,0.24814814814814815,0.5263157894736842,0.4017395672994092,68,0.9953166700859233,1.1449796532917036,0.9613791631097236,6,3,0.07138710977647916,393,0.04266103852693954,0.8743001040793501,0.9495148848765468,Mismatched,Mismatched,Mismatched,2
5,Drone3,"['Drone7', 'Drone9']",,TRUSTED,0.2,0.0,0.43478260869565216,0.2894150632236863,79,0.9123539979719132,0.8300810799596887,0.9463948720447044,5,2,0.0893779808012384,122,0.00810064036317959,0.8667816014929787,0.9193884094213488,Matched,Matched,Matched,1
5,Drone4,"['Drone1', 'Drone7', 'Drone8', 'Sybil_0']",Sybil Impersonated,MALICIOUS,0.4,0.4,0.5882352941176471,0.3140041140739195,71,0.9413112053084601,1.1705211131668156,0.9144973392864552,18,2,0.09713582878731537,386,0.031325944798555896,0.8770662638167569,0.7710804576576018,Mismatched,Mismatched,Mismatched,2
5,Drone5,"['Drone1', 'Drone2']",,TRUSTED,0.2,0.044444444444444446,0.47619047619047616,0.2348915026623436,50,0.9496188885711334,1.0975170751822967,0.9013969804441658,16,1,0.046895939007545816,158,0.012196054546147318,0.8986231070531038,0.8412529655082606,Matched,Matched,Matched,0
5,Drone6,['Drone1'],,TRUSTED,0.1,0.0,0.38461538461538464,0.109605619655908,62,0.9264197833708727,0.9152538020546245,0.9130315617778708,13,3,0.051932357971983596,291,0.01327975857726792,0.9915992976548492,0.745753302762017,Matched,Matched,Matched,0
5,Drone7,"['Drone2', 'Drone3', 'Drone4', 'Drone9']",,TRUSTED,0.4,0.26296296296296295,0.5882352941176471,0.459564146337201,77,0.8364209674315704,0.9654244352509881,0.9594133880645648,14,3,0.022890046865835047,447,0.030084669101947865,0.8511072852650372,0.7671282698900268,Matched,Matched,Matched,1
5,Drone8,['Drone4'],,TRUSTED,0.1,0.0,0.38461538461538464,0.0979259315957802,78,0.8735207454866769,0.827089879957654,0.9994286036399356,6,2,0.018533515830023085,243,0.03507846282466403,0.9563335704386768,0.752098057668606,Matched,Matched,Matched,1
5,Drone9,"['Drone1', 'Drone2', 'Drone3', 'Drone7']",,TRUSTED,0.4,0.14814814814814814,0.5555555555555556,0.46846737781895786,67,0.9909871972528527,1.0764632292950387,0.9828222981138436,10,2,0.09807207355229541,144,0.035458356192698916,0.8606560579044606,0.8247646912336453,Matched,Matched,Matched,1
6,Drone1,"['Drone3', 'Drone5', 'Drone7', 'Drone8']",,TRUSTED,0.5714285714285714,0.09523809523809523,0.7,0.34607746976137993,96,0.8868576337756299,1.1770898048160996,0.9169689733053279,17,3,0.036456315512298255,474,0.031781645938900496,0.8997998616273084,0.8811018369069306,Matched,Matched,Matched,0
6,Drone3,"['Drone1', 'Drone5', 'Drone6', 'Drone8', 'Drone9']",,TRUSTED,0.7142857142857142,0.06746031746031746,0.7777777777777778,0.44926106202672084,79,0.9123539979719132,0.8300810799596887,0.9463948720447044,5,2,0.0893779808012384,122,0.00810064036317959,0.8667816014929787,0.9193884094213488,Matched,Matched,Matched,1
6,Drone5,"['Drone1', 'Drone3', 'Drone6', 'Drone8', 'Sybil_2']",Sybil Impersonated,MALICIOUS,0.7142857142857142,0.2976190476190476,0.7777777777777778,0.40936310026329703,50,0.9496188885711334,1.0975170751822967,0.9013969804441658,16,1,0.046895939007545816,158,0.012196054546147318,0.8986231070531038,0.8412529655082606,Mismatched,Mismatched,Mismatched,1
6,Drone6,"['Drone3', 'Drone5', 'Drone7', 'Drone8', 'Drone9']",,TRUSTED,0.7142857142857142,0.1746031746031746,0.7777777777777778,0.4174799400220479,62,0.9264197833708727,0.9152538020546245,0.9130315617778708,13,3,0.051932357971983596,291,0.01327975857726792,0.9915992976548492,0.745753302762017,Matched,Matched,Matched,0
6,Drone7,"['Drone1', 'Drone6']",,TRUSTED,0.2857142857142857,0.011904761904761904,0.5384615384615384,0.1778572170050282,77,0.8364209674315704,0.9654244352509881,0.9594133880645648,14,3,0.022890046865835047,447,0.030084669101947865,0.8511072852650372,0.7671282698900268,Matched,Matched,Matched,1
6,Drone8,"['Drone1', 'Drone3', 'Drone5', 'Drone6', 'Drone9']",,TRUSTED,0.7142857142857142,0.06746031746031746,0.7777777777777778,0.44926106202672084,78,0.8735207454866769,0.827089879957654,0.9994286036399356,6,2,0.018533515830023085,243,0.03507846282466403,0.9563335704386768,0.752098057668606,Matched,Matched,Matched,1
6,Drone9,"['Drone3', 'Drone6', 'Drone8']",,TRUSTED,0.42857142857142855,0.0,0.5833333333333334,0.3065389725834737,67,0.9909871972528527,1.0764632292950387,0.9828222981138436,10,2,0.09807207355229541,144,0.035458356192698916,0.8606560579044606,0.8247646912336453,Matched,Matched,Matched,1
7,Drone1,"['Drone3', 'Drone6', 'Drone7', 'Drone8', 'Sybil_4']",Sybil Impersonated,MALICIOUS,0.7142857142857142,0.365079365079365,0.7777777777777778,0.4809694158783318,96,0.8868576337756299,1.1770898048160996,0.9169689733053279,17,3,0.036456315512298255,474,0.031781645938900496,0.8997998616273084,0.8811018369069306,Mismatched,Mismatched,Mismatched,1
7,Drone3,"['Drone1', 'Drone6', 'Drone7', 'Drone9', 'Sybil_3']",Sybil Impersonated,MALICIOUS,0.7142857142857142,0.36507936507936506,0.7777777777777778,0.4809694158783318,79,0.9123539979719132,0.8300810799596887,0.9463948720447044,5,2,0.0893779808012384,122,0.00810064036317959,0.8667816014929787,0.9193884094213488,Mismatched,Mismatched,Mismatched,2
7,Drone6,"['Drone1', 'Drone3', 'Drone9']",,TRUSTED,0.42857142857142855,0.031746031746031744,0.6363636363636364,0.36908763565942015,62,0.9264197833708727,0.9152538020546245,0.9130315617778708,13,3,0.051932357971983596,291,0.01327975857726792,0.9915992976548492,0.745753302762017,Matched,Matched,Matched,0
7,Drone7,"['Drone1', 'Drone3', 'Drone8']",,TRUSTED,0.42857142857142855,0.031746031746031744,0.6363636363636364,0.36908763565942015,77,0.8364209674315704,0.9654244352509881,0.9594133880645648,14,3,0.022890046865835047,447,0.030084669101947865,0.8511072852650372,0.7671282698900268,Matched,Matched,Matched,1
7,Drone8,"['Drone1', 'Drone7', 'Drone9']",,TRUSTED,0.42857142857142855,0.055555555555555546,0.5833333333333334,0.33730397757406433,78,0.8735207454866769,0.827089879957654,0.9994286036399356,6,2,0.018533515830023085,243,0.03507846282466403,0.9563335704386768,0.752098057668606,Matched,Matched,Matched,1
7,Drone9,"['Drone3', 'Drone6', 'Drone8']",,TRUSTED,0.42857142857142855,0.055555555555555546,0.5833333333333334,0.33730397757406433,67,0.9909871972528527,1.0764632292950387,0.9828222981138436,10,2,0.09807207355229541,144,0.035458356192698916,0.8606560579044606,0.8247646912336453,Matched,Matched,Matched,1
8,Drone6,"['Drone7', 'Sybil_6']",Sybil Impersonated,MALICIOUS,0.4,0.4,0.625,0.4250455486819882,62,0.9264197833708727,0.9152538020546245,0.9130315617778708,13,3,0.051932357971983596,291,0.01327975857726792,0.9915992976548492,0.745753302762017,Mismatched,Mismatched,Mismatched,1
8,Drone7,"['Drone6', 'Drone8', 'Drone9', 'Sybil_5']",Sybil Impersonated,MALICIOUS,0.8,0.9,0.8333333333333334,0.6767657319837915,77,0.8364209674315704,0.9654244352509881,0.9594133880645648,14,3,0.022890046865835047,447,0.030084669101947865,0.8511072852650372,0.7671282698900268,Mismatched,Mismatched,Mismatched,2
8,Drone8,['Drone7'],,TRUSTED,0.2,0.0,0.5,0.3262597541258411,78,0.8735207454866769,0.827089879957654,0.9994286036399356,6,2,0.018533515830023085,243,0.03507846282466403,0.9563335704386768,0.752098057668606,Matched,Matched,Matched,1
8,Drone9,['Drone7'],,TRUSTED,0.2,0.0,0.5,0.3262597541258411,67,0.9909871972528527,1.0764632292950387,0.9828222981138436,10,2,0.09807207355229541,144,0.035458356192698916,0.8606560579044606,0.8247646912336453,Matched,Matched,Matched,1
9,Drone8,['Sybil_7'],Sybil Impersonated,MALICIOUS,0.5,0.0,0.5,0.7071067811839751,78,0.8735207454866769,0.827089879957654,0.9994286036399356,6,2,0.018533515830023085,243,0.03507846282466403,0.9563335704386768,0.752098057668606,Mismatched,Mismatched,Mismatched,2
9,Drone9,[],,TRUSTED,0.0,0.0,0.0,2.697398304687405e-06,67,0.9909871972528527,1.0764632292950387,0.9828222981138436,10,2,0.09807207355229541,144,0.035458356192698916,0.8606560579044606,0.8247646912336453,Matched,Matched,Matched,1
10,Drone1,"['Drone3', 'Drone5', 'Drone7', 'Drone9']",,TRUSTED,0.4,0.07777777777777778,0.5882352941176471,0.25972758998231565,89,0.9556815815954552,0.989964164196022,0.9516677089682682,5,1,0.07186539743492146,257,0.018138053536126037,0.9104736444907081,0.7338414062038746,Matched,Matched,Matched,1
10,Drone2,"['Drone4', 'Drone5', 'Drone6', 'Drone8']",,TRUSTED,0.4,0.05,0.5882352941176471,0.3060624040100842,70,0.8294134017011081,0.8613108417998729,0.9075219945947048,6,1,0.09725297555890651,263,0.009528092108507275,0.9137244557309657,0.7437071064687701,Matched,Matched,Matched,2
10,Drone3,"['Drone1', 'Drone4', 'Drone6', 'Drone8']",,TRUSTED,0.4,0.03888888888888889,0.5882352941176471,0.3172314091829767,100,0.9602334990567504,0.9155026586749178,0.9252775387674724,18,2,0.05831941710045908,225,0.029443169248209524,0.9331015276674163,0.9063753519083722,Matched,Matched,Matched,2
10,Drone4,"['Drone2', 'Drone3', 'Drone7', 'Drone8']",,TRUSTED,0.4,0.03333333333333333,0.625,0.328672126002029,78,0.8163775110100997,1.0792347443817762,0.9962644740513394,16,3,0.06839450378052121,149,0.00721604842974507,0.9442262124039721,0.9594155337405617,Matched,Matched,Matched,2
10,Drone5,"['Drone1', 'Drone2', 'Drone6']",,TRUSTED,0.30000000000000004,0.02962962962962963,0.5263157894736842,0.20957500177328678,61,0.9885179132817382,1.1284779976565418,0.989371126901958,13,3,0.0542425993420452,496,0.035475958447692954,0.9628466669744765,0.7701654568838834,Matched,Matched,Matched,1
10,Drone6,"['Drone2', 'Drone3', 'Drone5', 'Drone7', 'Drone8']",,TRUSTED,0.5,0.08888888888888888,0.6666666666666666,0.37534106729918854,76,0.9000357467266247,1.128110067540626,0.961944982662546,6,3,0.0588342064844323,265,0.017532751194175255,0.8105877445645404,0.9705037140626533,Matched,Matched,Matched,1
10,Drone7,"['Drone1', 'Drone4', 'Drone6', 'Drone8', 'Drone9', 'Sybil_0']",Sybil Impersonated,MALICIOUS,0.6000000000000001,0.26111111111111107,0.7142857142857143,0.3918243120580817,88,0.8557681177871181,0.9416140078903951,0.9440007940290673,15,1,0.08936930232442626,239,0.0024902763280635733,0.8139585749641752,0.8033599469034192,Mismatched,Mismatched,Mismatched,3
10,Drone8,"['Drone2', 'Drone3', 'Drone4', 'Drone6', 'Drone7', 'Drone9', 'Sybil_1']",Sybil Impersonated,MALICIOUS,0.7000000000000001,0.29444444444444445,0.7692307692307693,0.46083764817889383,93,0.9306157568690454,1.0887745927197787,0.9192170547575735,6,3,0.06935994552039515,146,0.004144982342791342,0.9142567686528643,0.9650310961684729,Mismatched,Mismatched,Mismatched,3
10,Drone9,"['Drone1', 'Drone7', 'Drone8']",,TRUSTED,0.30000000000000004,0.014814814814814815,0.5882352941176471,0.24771291985702598,65,0.9492249869093314,0.9079567687280146,0.9676742100156227,6,1,0.0443730513286775,216,0.03807142397931121,0.9670033021861614,0.918078163022942,Matched,Matched,Matched,1
11,Drone1,['Drone3'],,TRUSTED,0.14285714285714285,0.0,0.4117647058823529,0.143259753694351,89,0.9556815815954552,0.989964164196022,0.9516677089682682,5,1,0.07186539743492146,257,0.018138053536126037,0.9104736444907081,0.7338414062038746,Matched,Matched,Matched,1
11,Drone2,"['Drone3', 'Drone4', 'Drone5', 'Drone6']",,TRUSTED,0.5714285714285714,0.42857142857142855,0.6363636363636364,0.5281200853861119,70,0.8294134017011081,0.8613108417998729,0.9075219945947048,6,1,0.09725297555890651,263,0.009528092108507275,0.9137244557309657,0.7437071064687701,Matched,Matched,Matched,2
11,Drone3,"['Drone1', 'Drone2', 'Drone9']",,TRUSTED,0.42857142857142855,0.38095238095238093,0.6363636363636364,0.3859898733859741,100,0.9602334990567504,0.9155026586749178,0.9252775387674724,18,2,0.05831941710045908,225,0.029443169248209524,0.9331015276674163,0.9063753519083722,Matched,Matched,Matched,2
11,Drone4,['Drone2'],,TRUSTED,0.14285714285714285,0.0,0.4117647058823529,0.19600988456749552,78,0.8163775110100997,1.0792347443817762,0.9962644740513394,16,3,0.06839450378052121,149,0.00721604842974507,0.9442262124039721,0.9594155337405617,Matched,Matched,Matched,2
11,Drone5,"['Drone2', 'Drone6', 'Drone9']",,TRUSTED,0.42857142857142855,0.19047619047619047,0.5833333333333334,0.47035886276121835,61,0.9885179132817382,1.1284779976565418,0.989371126901958,13,3,0.0542425993420452,496,0.035475958447692954,0.9628466669744765,0.7701654568838834,Matched,Matched,Matched,1
11,Drone6,"['Drone2', 'Drone5']",,TRUSTED,0.2857142857142857,0.0,0.5,0.3705820895373144,76,0.9000357467266247,1.128110067540626,0.961944982662546,6,3,0.0588342064844323,265,0.017532751194175255,0.8105877445645404,0.9705037140626533,Matched,Matched,Matched,1
11,Drone9,"['Drone3', 'Drone5', 'Sybil_2']",Sybil Impersonated,MALICIOUS,0.42857142857142855,0.3333333333333333,0.5833333333333334,0.36860888678686593,65,0.9492249869093314,0.9079567687280146,0.9676742100156227,6,1,0.0443730513286775,216,0.03807142397931121,0.9670033021861614,0.918078163022942,Mismatched,Mismatched,Mismatched,2
12,Drone1,"['Drone3', 'Drone4', 'Drone5', 'Drone6', 'Sybil_3']",Sybil Impersonated,MALICIOUS,0.8333333333333333,0.5666666666666667,0.8571428571428571,0.5742328510905454,89,0.9556815815954552,0.989964164196022,0.9516677089682682,5,1,0.07186539743492146,257,0.018138053536126037,0.9104736444907081,0.7338414062038746,Mismatched,Mismatched,Mismatched,2
12,Drone2,"['Drone3', 'Drone4']",,TRUSTED,0.3333333333333333,0.03333333333333333,0.5454545454545454,0.27774169145335836,70,0.8294134017011081,0.8613108417998729,0.9075219945947048,6,1,0.09725297555890651,263,0.009528092108507275,0.9137244557309657,0.7437071064687701,Matched,Matched,Matched,2
12,Drone3,"['Drone1', 'Drone2', 'Drone6']",,TRUSTED,0.5,0.13333333333333333,0.6666666666666666,0.4060447179254026,100,0.9602334990567504,0.9155026586749178,0.9252775387674724,18,2,0.05831941710045908,225,0.029443169248209524,0.9331015276674163,0.9063753519083722,Matched,Matched,Matched,2
12,Drone4,"['Drone1', 'Drone2', 'Drone5']",,TRUSTED,0.5,0.13333333333333333,0.6666666666666666,0.4060447179254026,78,0.8163775110100997,1.0792347443817762,0.9962644740513394,16,3,0.06839450378052121,149,0.00721604842974507,0.9442262124039721,0.9594155337405617,Matched,Matched,Matched,2
12,Drone5,"['Drone1', 'Drone4']",,TRUSTED,0.3333333333333333,0.0,0.6,0.3352624908539633,61,0.9885179132817382,1.1284779976565418,0.989371126901958,13,3,0.0542425993420452,496,0.035475958447692954,0.9628466669744765,0.7701654568838834,Matched,Matched,Matched,1
12,Drone6,"['Drone1', 'Drone3']",,TRUSTED,0.3333333333333333,0.0,0.6,0.3352624908539633,76,0.9000357467266247,1.128110067540626,0.961944982662546,6,3,0.0588342064844323,265,0.017532751194175255,0.8105877445645404,0.9705037140626533,Matched,Matched,Matched,1
